originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
5.1,,,add,,5.2,usmtf,AdministrativeControlNameType,A data type for an administrative control name assigned to an organization.,,usmtf:AdministrativeControlNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AerialMissionCodeSimpleType,A data type for the code for the preferred type or designation for a tasked air mission.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AerialMissionCodeType,A data type for the code for the preferred type or designation for a tasked air mission.,,usmtf:AerialMissionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AerialRefuelingSystemCodeSimpleType,A data type for the system used by an aircraft for aerial refueling.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AerialRefuelingSystemCodeType,A data type for the system used by an aircraft for aerial refueling.,,usmtf:AerialRefuelingSystemCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AeromedicalEvacuationCapabilityCodeSimpleType,A data type for the capability of a specific military service to provide aeromedical evacuation to a particular area.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AeromedicalEvacuationCapabilityCodeType,A data type for the capability of a specific military service to provide aeromedical evacuation to a particular area.,,usmtf:AeromedicalEvacuationCapabilityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AEWBarrierDesignatorSimpleType,A data type for an AEW barrier alphabetic designator.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AEWBarrierDesignatorType,A data type for an AEW barrier alphabetic designator.,,usmtf:AEWBarrierDesignatorSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AEWSurveillanceAreaNameSimpleType,A data type for an Air Early Warning (AEW) surveillance area name.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AEWSurveillanceAreaNameType,A data type for an Air Early Warning (AEW) surveillance area name.,,usmtf:AEWSurveillanceAreaNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeAbbreviatedCodeSimpleType,"A data type for the code to indicate if a decision, requirement, or condition is affirmative.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeAbbreviatedCodeType,"A data type for the code to indicate if a decision, requirement, or condition is affirmative.",,usmtf:AffirmativeAbbreviatedCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeOrNegativeAbbreviatedCodeSimpleType,A data type for the abbreviated code to indicate affirmative or negative.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeOrNegativeAbbreviatedCodeType,A data type for the abbreviated code to indicate affirmative or negative.,,usmtf:AffirmativeOrNegativeAbbreviatedCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeOrNegativeCodeSimpleType,A data type for an indicator of an affirmative or a negative condition.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AffirmativeOrNegativeCodeType,A data type for an indicator of an affirmative or a negative condition.,,usmtf:AffirmativeOrNegativeCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AgencyDesignatorSimpleType,"A data type for an identifier or designator of a component, unit, or agency requesting or responding to a request for transportation support.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AgencyDesignatorType,"A data type for an identifier or designator of a component, unit, or agency requesting or responding to a request for transportation support.",,usmtf:AgencyDesignatorSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AgencySimpleType,A data type for a name or designation of the unit or agency.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AgencyType,A data type for a name or designation of the unit or agency.,,usmtf:AgencySimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AimpointPhysicalDamageAssessmentCodeSimpleType,A data type for the individual aimpoint physical damage assessments.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AimpointPhysicalDamageAssessmentCodeType,A data type for the individual aimpoint physical damage assessments.,,usmtf:AimpointPhysicalDamageAssessmentCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AimpointSuffixSimpleType,A data type for a two character suffix for a Basic Encyclopedia Number.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AimpointSuffixType,A data type for a two character suffix for a Basic Encyclopedia Number.,,usmtf:AimpointSuffixSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirbillControlNumberSimpleType,A data type for an airbill control number assigned to each shipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirbillControlNumberType,A data type for an airbill control number assigned to each shipment.,,usmtf:AirbillControlNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirborneEarlyWarningAircraftCodeSimpleType,A data type for the identification of an airborne early warning aircraft by type.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirborneEarlyWarningAircraftCodeType,A data type for the identification of an airborne early warning aircraft by type.,,usmtf:AirborneEarlyWarningAircraftCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirburstColorCodeSimpleType,A data type for the color of ordnance airburst at detonation.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirburstColorCodeType,A data type for the color of ordnance airburst at detonation.,,usmtf:AirburstColorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirburstSizeCodeSimpleType,A data type for the estimated size of ordnance airburst.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirburstSizeCodeType,A data type for the estimated size of ordnance airburst.,,usmtf:AirburstSizeCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirCommandAndControlSystemDesignationSimpleType,A data type for a designation of the Air Command and Control System (ACCS).,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirCommandAndControlSystemDesignationType,A data type for a designation of the Air Command and Control System (ACCS).,,usmtf:AirCommandAndControlSystemDesignationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirControllerQuantityType,A data type for the number and type of aircraft air controllers.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirCorridorNameSimpleType,A data type for a name of an airspace coordination area.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AirCorridorNameType,A data type for a name of an airspace coordination area.,,usmtf:AirCorridorNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftActivityCodeSimpleType,A data type for the code that identifies the activity of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftActivityCodeType,A data type for the code that identifies the activity of an aircraft.,,usmtf:AircraftActivityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftAirspeedMachNumberType,"A data type for the speed of an aircraft, in Mach, with relation to the air mass surrounding that aircraft.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftAirspeedType,A data type for the speed of an aircraft with relation to the air mass surrounding that aircraft.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftArrestingSystemCodeSimpleType,A data type for the code for the aircraft arresting system.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftArrestingSystemCodeType,A data type for the code for the aircraft arresting system.,,usmtf:AircraftArrestingSystemCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftAssignmentCodeSimpleType,A data type for the aircraft assignment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftAssignmentCodeType,A data type for the aircraft assignment.,,usmtf:AircraftAssignmentCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCargoPlacementCodeSimpleType,A data type for the indicator for placement of cargo within or outside an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCargoPlacementCodeType,A data type for the indicator for placement of cargo within or outside an aircraft.,,usmtf:AircraftCargoPlacementCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryAbbreviatedCodeSimpleType,A data type for the abbreviated identifier of the generic category of aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryAbbreviatedCodeType,A data type for the abbreviated identifier of the generic category of aircraft.,,usmtf:AircraftCategoryAbbreviatedCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryCodeSimpleType,A data type for an identifier of the generic category of aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryCodeType,A data type for an identifier of the generic category of aircraft.,,usmtf:AircraftCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryGeneralCodeSimpleType,"A data type for a general category of aircraft, either fixed wing or helicopter.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryGeneralCodeType,"A data type for a general category of aircraft, either fixed wing or helicopter.",,usmtf:AircraftCategoryGeneralCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCategoryQuantityType,A data type for the number and category of aircraft.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCodeSimpleType,A data type for the type and model number of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCodeType,A data type for the type and model number of an aircraft.,,usmtf:AircraftCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCommanderNameSimpleType,A data type for a name of the aircraft commander for the diplomatic mission.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftCommanderNameType,A data type for a name of the aircraft commander for the diplomatic mission.,,usmtf:AircraftCommanderNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftConfigurationGeneralCodeSimpleType,A data type for the general configuration of the cargo compartment of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftConfigurationGeneralCodeType,A data type for the general configuration of the cargo compartment of an aircraft.,,usmtf:AircraftConfigurationGeneralCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftConfigurationSimpleType,A data type for a configuration of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftConfigurationType,A data type for a configuration of an aircraft.,,usmtf:AircraftConfigurationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftControlCodeSimpleType,A data type for the control provided to an aircraft during various stages of flight.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftControlCodeType,A data type for the control provided to an aircraft during various stages of flight.,,usmtf:AircraftControlCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftControllerCodeSimpleType,A data type for the code for the type of aircraft controller.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftControllerCodeType,A data type for the code for the type of aircraft controller.,,usmtf:AircraftControllerCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftDeploymentBaseNameSimpleType,A data type for a name of the aircraft's deployment base.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftDeploymentBaseNameType,A data type for a name of the aircraft's deployment base.,,usmtf:AircraftDeploymentBaseNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftIdentificationNumberSimpleType,"A data type for a tail, side, bort, or wing number of an individual aircraft.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftIdentificationNumberType,"A data type for a tail, side, bort, or wing number of an individual aircraft.",,usmtf:AircraftIdentificationNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftIDSimpleType,"A data type for a recognized name of a type of aircraft by name model designation, code name, or mark (MK) number.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftIDType,"A data type for a recognized name of a type of aircraft by name model designation, code name, or mark (MK) number.",,usmtf:AircraftIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftLimitationsSimpleType,A data type for additional information on the aircraft limitations.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftLimitationsType,A data type for additional information on the aircraft limitations.,,usmtf:AircraftLimitationsSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftMaintenanceStatusCodeSimpleType,A data type for the maintenance status of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftMaintenanceStatusCodeType,A data type for the maintenance status of an aircraft.,,usmtf:AircraftMaintenanceStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftMissionCodeSimpleType,A data type for the aircraft task or mission.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftMissionCodeType,A data type for the aircraft task or mission.,,usmtf:AircraftMissionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftModelQuantityType,A data type for the count and type and/or model of aircraft being reported.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftNameNATOSimpleType,A data type for a NATO recognized name of a type of aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftNameNATOType,A data type for a NATO recognized name of a type of aircraft.,,usmtf:AircraftNameNATOSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftNameSimpleType,A data type for a recognized name of a type of aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftNameType,A data type for a recognized name of a type of aircraft.,,usmtf:AircraftNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftOtherSimpleType,A data type for a type and/or model number an aircraft not contained in the aircraft codes list.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftOtherType,A data type for a type and/or model number an aircraft not contained in the aircraft codes list.,,usmtf:AircraftOtherSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRepositionActivityCodeSimpleType,A data type for the type of activity the aircraft will participate in at the repositioned site.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRepositionActivityCodeType,A data type for the type of activity the aircraft will participate in at the repositioned site.,,usmtf:AircraftRepositionActivityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRoleCodeSimpleType,A data type for the tasking for which an aircraft was designed.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRoleCodeType,A data type for the tasking for which an aircraft was designed.,,usmtf:AircraftRoleCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRoleGeneralSimpleType,A data type for a role of an aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftRoleGeneralType,A data type for a role of an aircraft.,,usmtf:AircraftRoleGeneralSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSideNumberSimpleType,A data type for a combination of nose and tail numbers that appears on the nose of Naval or Marine Corps aircraft.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSideNumberType,A data type for a combination of nose and tail numbers that appears on the nose of Naval or Marine Corps aircraft.,,usmtf:AircraftSideNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSimpleType,A data type for a classification of an aircraft by type.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftStartingUnitSimpleType,A data type for a type of starting unit available at an airfield.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftStartingUnitType,A data type for a type of starting unit available at an airfield.,,usmtf:AircraftStartingUnitSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSupportingFluidAndSystemCodeSimpleType,A data type for the type of aircraft supporting fluids and systems available at an airbase.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSupportingFluidAndSystemCodeType,A data type for the type of aircraft supporting fluids and systems available at an airbase.,,usmtf:AircraftSupportingFluidAndSystemCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,AircraftSuspicionCategoryCodeSimpleType,A data type for a method used to designate the level of probability that an aircraft is or is not engaged in illegal activities.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
